ANNOSCOLASTICO;CODICESCUOLA;INDIRIZZOSCUOLA;DenominazioneIstitutoRiferimento;DenominazioneScuola;CAPSCUOLA;PERCORSO;INDIRIZZOSCOLASTICA;ALUNNIMASCHI;ALUNNIFEMMINE
202021;MIRA03601A;VIA LITTA MODIGNANI 55;"""VILFREDO FEDERICO PARETO""";"I.P.A.A. (SEZ.AS.) ""V. F. PARETO""";20161;NUOVI PROFESSIONALI;AGRICOLTURA, SVILUPPO RURALE, VALORIZZAZIONE DEI PRODOTTI DEL TERRITORIO E GESTIONE DELLE RISORSE FORESTALI E MONTANE;16;5
202021;MIPS01000G;VIA EINSTEIN 3;L.S. EINSTEIN;L.S. EINSTEIN;20137;SCIENTIFICO;SCIENTIFICO;125;108
202021;MITF082512;VIALE LIGURIA21;GIORGI;GIORGI;20143;TECNOLOGICO;MECC. MECCATRON. ENER. - BIENNIO COMUNE;27;1
202021;MITD08251Q;VIALE LGURIA 21;GIORGI;GIORGI;20143;ECONOMICO;AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO;41;44
202021;MITD026012;VIALE MARCHE 71;CREMONA;"ITE ""G.ZAPPA""-SEZ. ASS. I.I.S. CREMONA";20159;ECONOMICO;AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO;19;15
202021;MIPC110009;VIA DELLA PASSIONE 12;E.SETTI CARRARO DALLA CHIESA C/O EDUC.;E.SETTI CARRARO DALLA CHIESA C/O EDUC.;20122;CLASSICO;CLASSICO;5;12
202021;MITF03801E;VIA LITTA MODIGNANI65;GIUSEPPE LUIGI LAGRANGE;GIUSEPPE LUIGI LAGRANGE;20161;TECNOLOGICO;INFORMATICA;33;2
202021;MITF08201L;VIALE LIGURIA21;GIORGI;GIORGI;20143;TECNOLOGICO;ELETTRONICA;19;0
202021;MIPS37000T;VIALE CAMPANIA6 E VIA A.CORTI16;"L.S.S. ""R.DONATELLI-B.PASCAL""";"L.S.S. ""R.DONATELLI-B.PASCAL""";20133;SCIENTIFICO;SCIENTIFICO;145;78
202021;MIPS01000G;VIA EINSTEIN 3;L.S. EINSTEIN;L.S. EINSTEIN;20137;SCIENTIFICO;SCIENTIFICO;125;105
202021;MIRC058016;VIA OTRANTO 1;PAOLO FRISI;PAOLO FRISI;20157;SERVIZI;SERVIZI COMMERCIALI;10;2
202021;MITD08251Q;VIALE LGURIA 21;GIORGI;GIORGI;20143;ECONOMICO;AMM. FINAN. MARKETING - BIENNIO COMUNE;22;13
202021;MIPM11000D;BASTIONI PORTA VOLTA 16;CARLO TENCA;CARLO TENCA;20121;MUSICALE E COREUTICO;MUSICALE E COREUTICO - SEZ. MUSICALE;23;21
202021;MISL020003;VIA PRINETTI 47;"LICEO ARTISTICO ""CARAVAGGIO""";"LICEO ARTISTICO ""CARAVAGGIO""";20127;ARTISTICO;DESIGN - ARREDAMENTO E LEGNO;6;13
202021;MIRA03601A;VIA LITTA MODIGNANI 55;"""VILFREDO FEDERICO PARETO""";"I.P.A.A. (SEZ.AS.) ""V. F. PARETO""";20161;NUOVI PROFESSIONALI;AGRICOLTURA, SVILUPPO RURALE, VALORIZZAZIONE DEI PRODOTTI DEL TERRITORIO E GESTIONE DELLE RISORSE FORESTALI E MONTANE;24;6
202021;MIPS18000P;VIA MARIO DONATI5/7;ELIO VITTORINI;ELIO VITTORINI;20146;SCIENTIFICO;SCIENTIFICO;155;86
202021;MIPS026016;VIALE MARCHE 73;CREMONA;"L. S."" L.CREMONA"" -SEZ. ASS. IIS CREMONA";20159;SCIENTIFICO;SCIENTIFICO;119;100
202021;MITF082512;VIALE LIGURIA21;GIORGI;GIORGI;20143;SCIENTIFICO;SCIENTIFICO - OPZIONE SCIENZE APPLICATE;9;6
202021;MITD03601L;VIA LITTA MODIGNANI 55;"""VILFREDO FEDERICO PARETO""";"""VILFREDO FEDERICO PARETO""";20161;ECONOMICO;RELAZIONI INTERNAZIONALI PER IL MARKETING;6;5
202021;MIPM050003;PIAZZA ASCOLI 2;LICEO STATALE VIRGILIO;LICEO STATALE VIRGILIO;20129;SCIENTIFICO;SCIENTIFICO;66;26
202021;MITF08201L;VIALE LIGURIA21;GIORGI;GIORGI;20143;TECNOLOGICO;MECCANICA E MECCATRONICA;38;0
202021;MITF11000E;VIA CRESCENZAGO 110;ITT-LS MOLINARI;ITT-LS MOLINARI;20132;TECNOLOGICO;CHIMICA E MATERIALI;17;4
202021;MIRC058016;VIA OTRANTO 1;PAOLO FRISI;PAOLO FRISI;20157;IeFP;OPERATORE DEL BENESSERE;5;4
202021;MITD08251Q;VIALE LGURIA 21;GIORGI;GIORGI;20143;ECONOMICO;AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO;30;31
202021;MIPM11000D;BASTIONI PORTA VOLTA 16;CARLO TENCA;CARLO TENCA;20121;SCIENZE UMANE;SCIENZE UMANE;13;81
202021;MIPC110009;VIA DELLA PASSIONE 12;E.SETTI CARRARO DALLA CHIESA C/O EDUC.;E.SETTI CARRARO DALLA CHIESA C/O EDUC.;20122;INTERNAZIONALE;LICEO LINGUISTICO INTERNAZIONALE - OPZIONE SPAGNOLA;0;28
202021;MIRC300004;VIA C. BARONI35;KANDINSKY;KANDINSKY;20142;NUOVI PROFESSIONALI;SERVIZI CULTURALI E DELLO SPETTACOLO;12;7
202021;MITD03601L;VIA LITTA MODIGNANI 55;"""VILFREDO FEDERICO PARETO""";"""VILFREDO FEDERICO PARETO""";20161;ECONOMICO;SISTEMI INFORMATIVI AZIENDALI;7;3
202021;MIPS18000P;VIA MARIO DONATI5/7;ELIO VITTORINI;ELIO VITTORINI;20146;SCIENTIFICO;SCIENTIFICO;119;88
202021;MITF11000E;VIA CRESCENZAGO 110;ITT-LS MOLINARI;ITT-LS MOLINARI;20132;TECNOLOGICO;INFORMATICA;66;2
202021;MIRC058016;VIA OTRANTO 1;PAOLO FRISI;PAOLO FRISI;20157;SERVIZI;ACCOGLIENZA TURISTICA - TRIENNIO;8;16
202021;MIPS01000G;VIA EINSTEIN 3;L.S. EINSTEIN;L.S. EINSTEIN;20137;SCIENTIFICO;SCIENTIFICO;153;111
202021;MIPM11000D;BASTIONI PORTA VOLTA 16;CARLO TENCA;CARLO TENCA;20121;SCIENZE UMANE;SCIENZE UMANE - OPZ. ECONOMICO SOCIALE;33;41
202021;MISL020003;VIA PRINETTI 47;"LICEO ARTISTICO ""CARAVAGGIO""";"LICEO ARTISTICO ""CARAVAGGIO""";20127;ARTISTICO;ARTI FIGURATIVE - PLASTICO PITTORICO;10;31
202021;MIRA03601A;VIA LITTA MODIGNANI 55;"""VILFREDO FEDERICO PARETO""";"I.P.A.A. (SEZ.AS.) ""V. F. PARETO""";20161;NUOVI PROFESSIONALI;AGRICOLTURA, SVILUPPO RURALE, VALORIZZAZIONE DEI PRODOTTI DEL TERRITORIO E GESTIONE DELLE RISORSE FORESTALI E MONTANE;19;5
202021;MITF11000E;VIA CRESCENZAGO 110;ITT-LS MOLINARI;ITT-LS MOLINARI;20132;SCIENTIFICO;SCIENTIFICO - OPZIONE SCIENZE APPLICATE;44;15
202021;MIRC08000A;VIA OLONA14;CAVALIERI;CAVALIERI;20123;NUOVI PROFESSIONALI;SERVIZI COMMERCIALI;44;71
202021;MIPS07201X;VIA ALCUINO 4;SEVERI - CORRENTI;""" SEVERI """;20149;LINGUISTICO;LINGUISTICO;20;62
202021;MIPS026016;VIALE MARCHE 73;CREMONA;"L. S."" L.CREMONA"" -SEZ. ASS. IIS CREMONA";20159;SCIENZE UMANE;SCIENZE UMANE - OPZ. ECONOMICO SOCIALE;16;7
202021;MISL01000C;VIA HAJECH 27;LICEO ARTISTICO STATALE DI BRERA;LICEO ARTISTICO STATALE DI BRERA;20129;ARTISTICO;ARCHITETTURA E AMBIENTE;15;27
202021;MITD03601L;VIA LITTA MODIGNANI 55;"""VILFREDO FEDERICO PARETO""";"""VILFREDO FEDERICO PARETO""";20161;ECONOMICO;TURISMO;16;37
202021;MIRC300004;VIA C. BARONI35;KANDINSKY;KANDINSKY;20142;NUOVI PROFESSIONALI;SERVIZI PER LA SANITA' E L'ASSISTENZA SOCIALE;5;16
202021;MIPS03601R;VIA LITTA MODIGNANI 55;"""VILFREDO FEDERICO PARETO""";"""VILFREDO FEDERICO PARETO""";20161;SCIENZE UMANE;SCIENZE UMANE;11;57
202021;MIPM11000D;BASTIONI PORTA VOLTA 16;CARLO TENCA;CARLO TENCA;20121;LINGUISTICO;LINGUISTICO;10;88
202021;MIPS37000T;VIALE CAMPANIA6 E VIA A.CORTI16;"L.S.S. ""R.DONATELLI-B.PASCAL""";"L.S.S. ""R.DONATELLI-B.PASCAL""";20133;SCIENTIFICO;SCIENTIFICO;166;93
202021;MIPS026016;VIALE MARCHE 73;CREMONA;"L. S."" L.CREMONA"" -SEZ. ASS. IIS CREMONA";20159;SCIENTIFICO;SCIENTIFICO;116;109
202021;MISL020003;VIA PRINETTI 47;"LICEO ARTISTICO ""CARAVAGGIO""";"LICEO ARTISTICO ""CARAVAGGIO""";20127;ARTISTICO;AUDIOVISIVO MULTIMEDIA;6;22
202021;MISL01000C;VIA HAJECH 27;LICEO ARTISTICO STATALE DI BRERA;LICEO ARTISTICO STATALE DI BRERA;20129;ARTISTICO;ARTI FIGURATIVE - PLASTICO PITTORICO;23;57
202021;MITF11000E;VIA CRESCENZAGO 110;ITT-LS MOLINARI;ITT-LS MOLINARI;20132;TECNOLOGICO;BIOTECNOLOGIE AMBIENTALI;16;7
202021;MIPS07201X;VIA ALCUINO 4;SEVERI - CORRENTI;""" SEVERI """;20149;SCIENTIFICO;SCIENTIFICO;86;77
202021;MIPS026016;VIALE MARCHE 73;CREMONA;"L. S."" L.CREMONA"" -SEZ. ASS. IIS CREMONA";20159;SCIENTIFICO;SCIENTIFICO;130;112
202021;MIRC300004;VIA C. BARONI35;KANDINSKY;KANDINSKY;20142;NUOVI PROFESSIONALI;INDUSTRIA E ARTIGIANATO PER IL MADE IN ITALY;1;45
202021;MITD03601L;VIA LITTA MODIGNANI 55;"""VILFREDO FEDERICO PARETO""";"""VILFREDO FEDERICO PARETO""";20161;ECONOMICO;AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO;15;7
202021;MIRC058016;VIA OTRANTO 1;PAOLO FRISI;PAOLO FRISI;20157;IeFP;OPERATORE AI SERVIZI DI PROMOZIONE E ACCOGLIENZA;14;32
202021;MIPS03601R;VIA LITTA MODIGNANI 55;"""VILFREDO FEDERICO PARETO""";"""VILFREDO FEDERICO PARETO""";20161;SCIENZE UMANE;SCIENZE UMANE;10;59
202021;MITD03601L;VIA LITTA MODIGNANI 55;"""VILFREDO FEDERICO PARETO""";"""VILFREDO FEDERICO PARETO""";20161;ECONOMICO;TURISMO;11;35
202021;MIPM11000D;BASTIONI PORTA VOLTA 16;CARLO TENCA;CARLO TENCA;20121;MUSICALE E COREUTICO;MUSICALE E COREUTICO - SEZ. MUSICALE;17;25
202021;MISL020003;VIA PRINETTI 47;"LICEO ARTISTICO ""CARAVAGGIO""";"LICEO ARTISTICO ""CARAVAGGIO""";20127;ARTISTICO;GRAFICA;10;13
202021;MITN09401E;CORSO DI PORTA ROMANA 110;BERTARELLI - FERRARIS;I.I.S. BERTARELLI - FERRARIS;20122;ECONOMICO;TURISMO;12;52
202021;MIRC08000A;VIA OLONA14;CAVALIERI;CAVALIERI;20123;NUOVI PROFESSIONALI;SERVIZI PER LA SANITA' E L'ASSISTENZA SOCIALE;1;48
202021;MIPS02301P;VIA NATTA11;IST.ISTR.SUP.G.CARDANO;G.CARDANO;20151;SCIENZE UMANE;SCIENZE UMANE;14;69
202021;MISL01000C;VIA HAJECH 27;LICEO ARTISTICO STATALE DI BRERA;LICEO ARTISTICO STATALE DI BRERA;20129;ARTISTICO;ARTISTICO NUOVO ORDINAMENTO - BIENNIO COMUNE;84;251
202021;MITD004015;PIAZZA DELLA VETRA 9;CARLO CATTANEO;"IST.TEC.STAT.PER RAG.""CATTANEO""";20123;ECONOMICO;SISTEMI INFORMATIVI AZIENDALI;9;4
202021;MIPS03000R;VIA OTTORINO RESPIGHI5;LEONARDO DA VINCI;LEONARDO DA VINCI;20122;SCIENTIFICO;LICEO SCIENTIFICO - ESABAC;6;10
202021;MIPS07201X;VIA ALCUINO 4;SEVERI - CORRENTI;""" SEVERI """;20149;LINGUISTICO;LINGUISTICO;21;44
202021;MIPS058502;VIA OTRANTO 1;PAOLO FRISI;"""FRISI""";20157;SCIENZE UMANE;SCIENZE UMANE - OPZ. ECONOMICO SOCIALE;6;13
202021;MIRC300004;VIA C. BARONI35;KANDINSKY;KANDINSKY;20142;NUOVI PROFESSIONALI;SERVIZI COMMERCIALI;43;24
202021;MITN09401E;CORSO DI PORTA ROMANA 110;BERTARELLI - FERRARIS;I.I.S. BERTARELLI - FERRARIS;20122;ECONOMICO;TURISMO;21;57
202021;MISL020003;VIA PRINETTI 47;"LICEO ARTISTICO ""CARAVAGGIO""";"LICEO ARTISTICO ""CARAVAGGIO""";20127;ARTISTICO;ARCHITETTURA E AMBIENTE;9;16
202021;MITN09401E;CORSO DI PORTA ROMANA 110;BERTARELLI - FERRARIS;I.I.S. BERTARELLI - FERRARIS;20122;ECONOMICO;TURISMO;29;66
202021;MIRC08000A;VIA OLONA14;CAVALIERI;CAVALIERI;20123;IeFP;OPERATORE AI SERVIZI DI PROMOZIONE E ACCOGLIENZA;9;28
202021;MITF11000E;VIA CRESCENZAGO 110;ITT-LS MOLINARI;ITT-LS MOLINARI;20132;TECNOLOGICO;TELECOMUNICAZIONI;12;0
202021;MIPS07201X;VIA ALCUINO 4;SEVERI - CORRENTI;""" SEVERI """;20149;SCIENTIFICO;SCIENTIFICO;81;50
202021;MIPS026016;VIALE MARCHE 73;CREMONA;"L. S."" L.CREMONA"" -SEZ. ASS. IIS CREMONA";20159;SCIENTIFICO;SCIENTIFICO;131;104
202021;MISL01000C;VIA HAJECH 27;LICEO ARTISTICO STATALE DI BRERA;LICEO ARTISTICO STATALE DI BRERA;20129;ARTISTICO;ARTISTICO NUOVO ORDINAMENTO - BIENNIO COMUNE;102;228
202021;MIRC300004;VIA C. BARONI35;KANDINSKY;KANDINSKY;20142;NUOVI PROFESSIONALI;SERVIZI CULTURALI E DELLO SPETTACOLO;14;9
202021;MITD03601L;VIA LITTA MODIGNANI 55;"""VILFREDO FEDERICO PARETO""";"""VILFREDO FEDERICO PARETO""";20161;ECONOMICO;AMM. FINAN. MARKETING - BIENNIO COMUNE;29;17
202021;MIPS03000R;VIA OTTORINO RESPIGHI5;LEONARDO DA VINCI;LEONARDO DA VINCI;20122;SCIENTIFICO;SCIENTIFICO;78;54
202021;MITF070009;PIAZZA TITO LUCREZIO CARO8;FELTRINELLI;FELTRINELLI;20136;TECNOLOGICO;MECC. MECCATRON. ENER. - BIENNIO COMUNE;23;0
202021;MIRC079017;VIALE LOMBARDIA 89;"I.I.S. ""CATERINA DA SIENA""";"I.P.S. ""CATERINA DA SIENA""";20131;SERVIZI;PROMOZIONE COMMERCIALE E PUBBLICITARIA - OPZIONE;31;39
202021;MIPS058502;VIA OTRANTO 1;PAOLO FRISI;"""FRISI""";20157;SCIENZE UMANE;SCIENZE UMANE - OPZ. ECONOMICO SOCIALE;3;8
202021;MIRC300004;VIA C. BARONI35;KANDINSKY;KANDINSKY;20142;NUOVI PROFESSIONALI;SERVIZI PER LA SANITA' E L'ASSISTENZA SOCIALE;4;17
202021;MIRC102013;VIA MELZI D'ERIL 9;DANIELE MARIGNONI - MARCO POLO;DANIELE MARIGNONI - MARCO POLO;20154;IeFP;OPERATORE AI SERVIZI DI PROMOZIONE E ACCOGLIENZA;7;9
202021;MITD004015;PIAZZA DELLA VETRA 9;CARLO CATTANEO;"IST.TEC.STAT.PER RAG.""CATTANEO""";20123;ECONOMICO;AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO;17;8
202021;MIPS07201X;VIA ALCUINO 4;SEVERI - CORRENTI;""" SEVERI """;20149;LINGUISTICO;LINGUISTICO;20;79
202021;MITF093013;VIA F.LLI ZOIA 130;MARIE CURIE - PIERO SRAFFA;MARIE CURIE;20153;TECNOLOGICO;INFOR. TELECOM. - BIENNIO COMUNE;79;1
202021;MITF070009;PIAZZA TITO LUCREZIO CARO8;FELTRINELLI;FELTRINELLI;20136;TECNOLOGICO;TRASPORTI E LOGISTICA - BIENNIO COMUNE;22;0
202021;MISL020003;VIA PRINETTI 47;"LICEO ARTISTICO ""CARAVAGGIO""";"LICEO ARTISTICO ""CARAVAGGIO""";20127;ARTISTICO;DESIGN - ARREDAMENTO E LEGNO;2;23
202021;MIPC20000G;VIA CIRCO 4;TITO LIVIO;TITO LIVIO;20123;MUSICALE E COREUTICO;MUSICALE E COREUTICO - SEZIONE COREUTICA;5;50
202021;MITN02000X;VIA BISTOLFI15;PIER PAOLO PASOLINI;PIER PAOLO PASOLINI;20134;ECONOMICO;TURISMO;18;77
202021;MIRC08000A;VIA OLONA14;CAVALIERI;CAVALIERI;20123;NUOVI PROFESSIONALI;SERVIZI COMMERCIALI;47;53
202021;MIRC102013;VIA MELZI D'ERIL 9;DANIELE MARIGNONI - MARCO POLO;DANIELE MARIGNONI - MARCO POLO;20154;NUOVI PROFESSIONALI;SERVIZI COMMERCIALI;27;41
202021;MITF08201L;VIALE LIGURIA21;GIORGI;GIORGI;20143;TECNOLOGICO;ELETTR. ED ELETTROTEC.- BIENNIO COMUNE;21;0
202021;MITD004015;PIAZZA DELLA VETRA 9;CARLO CATTANEO;"IST.TEC.STAT.PER RAG.""CATTANEO""";20123;ECONOMICO;RELAZIONI INTERNAZIONALI PER IL MARKETING;2;9
202021;MIPS07201X;VIA ALCUINO 4;SEVERI - CORRENTI;""" SEVERI """;20149;SCIENTIFICO;SCIENTIFICO;121;49
202021;MIPS058502;VIA OTRANTO 1;PAOLO FRISI;"""FRISI""";20157;SCIENZE UMANE;SCIENZE UMANE - OPZ. ECONOMICO SOCIALE;7;11
202021;MITF070009;PIAZZA TITO LUCREZIO CARO8;FELTRINELLI;FELTRINELLI;20136;TECNOLOGICO;CHIM. MATER. BIOTECN. - BIENNIO COMUNE;27;16
202021;MITF093013;VIA F.LLI ZOIA 130;MARIE CURIE - PIERO SRAFFA;MARIE CURIE;20153;SCIENTIFICO;SCIENTIFICO - OPZIONE SCIENZE APPLICATE;77;24
202021;MIPM03000T;VIA TABACCHI 17;AGNESI;AGNESI;20136;SCIENZE UMANE;SCIENZE UMANE - OPZ. ECONOMICO SOCIALE;23;63
202021;MIPC20000G;VIA CIRCO 4;TITO LIVIO;TITO LIVIO;20123;CLASSICO;CLASSICO;30;74
202021;MITD03601L;VIA LITTA MODIGNANI 55;"""VILFREDO FEDERICO PARETO""";"""VILFREDO FEDERICO PARETO""";20161;ECONOMICO;SISTEMI INFORMATIVI AZIENDALI;5;2
202021;MITD05701N;VIALE SAN MICHELE DEL CARSO 25;NICOLA MORESCHI;NICOLA MORESCHI;20144;ECONOMICO;AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO;48;15
202021;MIRC079017;VIALE LOMBARDIA 89;"I.I.S. ""CATERINA DA SIENA""";"I.P.S. ""CATERINA DA SIENA""";20131;IeFP;TECNICO GRAFICO;11;7
202021;MIPS058502;VIA OTRANTO 1;PAOLO FRISI;"""FRISI""";20157;SCIENZE UMANE;SCIENZE UMANE - OPZ. ECONOMICO SOCIALE;5;6
202021;MIRC09451P;CORSO DI PORTA ROMANA110;BERTARELLI - FERRARIS;I.I.S. BERTARELLI - FERRARIS;20122;SERVIZI;SERVIZI COMMERCIALI;3;8
202021;MITF070009;PIAZZA TITO LUCREZIO CARO8;FELTRINELLI;FELTRINELLI;20136;TECNOLOGICO;INFOR. TELECOM. - BIENNIO COMUNE;102;5
202021;MITF05401C;VIA GATTI14;GALVANI;GALVANI;20162;TECNOLOGICO;INFOR. TELECOM. - BIENNIO COMUNE;57;1
202021;MITF01701D;VIA DON G. CALABRIA 2;I.I.S. JAMES CLERK MAXWELL;JAMES CLERK MAXWELL;20132;SCIENTIFICO;SCIENTIFICO - OPZIONE SCIENZE APPLICATE;68;27
202021;MIPC20000G;VIA CIRCO 4;TITO LIVIO;TITO LIVIO;20123;MUSICALE E COREUTICO;MUSICALE E COREUTICO - SEZIONE COREUTICA;4;41
202021;MIPM050003;PIAZZA ASCOLI 2;LICEO STATALE VIRGILIO;LICEO STATALE VIRGILIO;20129;CLASSICO;CLASSICO;8;11
202021;MITD03601L;VIA LITTA MODIGNANI 55;"""VILFREDO FEDERICO PARETO""";"""VILFREDO FEDERICO PARETO""";20161;ECONOMICO;RELAZIONI INTERNAZIONALI PER IL MARKETING;5;9
202021;MITF093013;VIA F.LLI ZOIA 130;MARIE CURIE - PIERO SRAFFA;MARIE CURIE;20153;SCIENTIFICO;SCIENTIFICO - OPZIONE SCIENZE APPLICATE;54;15
202021;MITF05401C;VIA GATTI14;GALVANI;GALVANI;20162;TECNOLOGICO;ELETTR. ED ELETTROTEC.- BIENNIO COMUNE;21;1
202021;MIPS16000D;VIA DEI NARCISI5;"""G.MARCONI""";"""G.MARCONI""";20147;LINGUISTICO;LINGUISTICO;18;78
202021;MIRC079017;VIALE LOMBARDIA 89;"I.I.S. ""CATERINA DA SIENA""";"I.P.S. ""CATERINA DA SIENA""";20131;INDUSTRIA E ARTIGIANATO;PRODUZIONI TESSILI SARTORIALI - OPZIONE;0;48
202021;MITD03601L;VIA LITTA MODIGNANI 55;"""VILFREDO FEDERICO PARETO""";"""VILFREDO FEDERICO PARETO""";20161;ECONOMICO;TURISMO;3;30
202021;MIPM03000T;VIA TABACCHI 17;AGNESI;AGNESI;20136;LINGUISTICO;LINGUISTICO;7;63
202021;MITD05701N;VIALE SAN MICHELE DEL CARSO 25;NICOLA MORESCHI;NICOLA MORESCHI;20144;ECONOMICO;RELAZIONI INTERNAZIONALI PER IL MARKETING;7;11
202021;MITD004015;PIAZZA DELLA VETRA 9;CARLO CATTANEO;"IST.TEC.STAT.PER RAG.""CATTANEO""";20123;ECONOMICO;SISTEMI INFORMATIVI AZIENDALI;5;7
202021;MITF08201L;VIALE LIGURIA21;GIORGI;GIORGI;20143;TECNOLOGICO;INFOR. TELECOM. - BIENNIO COMUNE;46;0
202021;MIPS058502;VIA OTRANTO 1;PAOLO FRISI;"""FRISI""";20157;SCIENZE UMANE;SCIENZE UMANE - OPZ. ECONOMICO SOCIALE;4;5
202021;MIRC102013;VIA MELZI D'ERIL 9;DANIELE MARIGNONI - MARCO POLO;DANIELE MARIGNONI - MARCO POLO;20154;NUOVI PROFESSIONALI;SERVIZI COMMERCIALI;14;18
202021;MITD09901Q;VIA SETTEMBRINI 4;SCHIAPARELLI-GRAMSCI;SCHIAPARELLI;20124;ECONOMICO;RELAZIONI INTERNAZIONALI PER IL MARKETING;5;13
202021;MITF082512;VIALE LIGURIA21;GIORGI;GIORGI;20143;TECNOLOGICO;MECCANICA E MECCATRONICA;31;0
202021;MITF05401C;VIA GATTI14;GALVANI;GALVANI;20162;TECNOLOGICO;MECC. MECCATRON. ENER. - BIENNIO COMUNE;33;1
202021;MITD03601L;VIA LITTA MODIGNANI 55;"""VILFREDO FEDERICO PARETO""";"""VILFREDO FEDERICO PARETO""";20161;ECONOMICO;TURISMO;10;22
202021;MITF08201L;VIALE LIGURIA21;GIORGI;GIORGI;20143;TECNOLOGICO;ELETTR. ED ELETTROTEC.- BIENNIO COMUNE;23;0
202021;MITF01701D;VIA DON G. CALABRIA 2;I.I.S. JAMES CLERK MAXWELL;JAMES CLERK MAXWELL;20132;TECNOLOGICO;ELETTR. ED ELETTROTEC.- BIENNIO COMUNE;16;1
202021;MITF05401C;VIA GATTI14;GALVANI;GALVANI;20162;TECNOLOGICO;MECCANICA E MECCATRONICA;34;0
202021;MITF093013;VIA F.LLI ZOIA 130;MARIE CURIE - PIERO SRAFFA;MARIE CURIE;20153;TECNOLOGICO;CHIM. MATER. BIOTECN. - BIENNIO COMUNE;48;42
202021;MIPC20000G;VIA CIRCO 4;TITO LIVIO;TITO LIVIO;20123;CLASSICO;CLASSICO;42;102
202021;MIPS16000D;VIA DEI NARCISI5;"""G.MARCONI""";"""G.MARCONI""";20147;SCIENTIFICO;SCIENTIFICO;33;31
202021;MITD03601L;VIA LITTA MODIGNANI 55;"""VILFREDO FEDERICO PARETO""";"""VILFREDO FEDERICO PARETO""";20161;ECONOMICO;TURISMO;12;29
202021;MIRC09451P;CORSO DI PORTA ROMANA110;BERTARELLI - FERRARIS;I.I.S. BERTARELLI - FERRARIS;20122;SERVIZI;SERVIZI COMMERCIALI;3;6
202021;MIPS01000G;VIA EINSTEIN 3;L.S. EINSTEIN;L.S. EINSTEIN;20137;SCIENTIFICO;SCIENTIFICO;130;138
202021;MITF08201L;VIALE LIGURIA21;GIORGI;GIORGI;20143;TECNOLOGICO;MECC. MECCATRON. ENER. - BIENNIO COMUNE;67;3
202021;MITD05701N;VIALE SAN MICHELE DEL CARSO 25;NICOLA MORESCHI;NICOLA MORESCHI;20144;ECONOMICO;RELAZIONI INTERNAZIONALI PER IL MARKETING;17;9
202021;MITF082512;VIALE LIGURIA21;GIORGI;GIORGI;20143;SCIENTIFICO;SCIENTIFICO - OPZIONE SCIENZE APPLICATE;29;7
202021;MITF070009;PIAZZA TITO LUCREZIO CARO8;FELTRINELLI;FELTRINELLI;20136;SCIENTIFICO;SCIENTIFICO - OPZIONE SCIENZE APPLICATE;46;19
202021;MIPC20000G;VIA CIRCO 4;TITO LIVIO;TITO LIVIO;20123;CLASSICO;CLASSICO;77;151
202021;MIPS16000D;VIA DEI NARCISI5;"""G.MARCONI""";"""G.MARCONI""";20147;LINGUISTICO;LINGUISTICO;25;71
202021;MIRH038016;VIA LITTA MODIGNANI 65;GIUSEPPE LUIGI LAGRANGE;"""G. BRERA """;20161;SERVIZI;ENOGASTRONOMIA - TRIENNIO;37;21
202021;MIPM03000T;VIA TABACCHI 17;AGNESI;AGNESI;20136;SCIENZE UMANE;SCIENZE UMANE;9;55
202021;MITF05401C;VIA GATTI14;GALVANI;GALVANI;20162;TECNOLOGICO;ELETTRONICA;11;0
202021;MIRI077018;VIA ULIVI6;G. GALILEI - R. LUXEMBURG;ROSA LUXEMBURG;20152;INDUSTRIA E ARTIGIANATO;APPARATI IMP.TI SER.ZI TEC.CI IND.LI E CIV.LI - OPZIONE;31;0
202021;MITD03601L;VIA LITTA MODIGNANI 55;"""VILFREDO FEDERICO PARETO""";"""VILFREDO FEDERICO PARETO""";20161;ECONOMICO;RELAZIONI INTERNAZIONALI PER IL MARKETING;3;5
202021;MIPM03000T;VIA TABACCHI 17;AGNESI;AGNESI;20136;SCIENZE UMANE;SCIENZE UMANE;16;71
202021;MITD05701N;VIALE SAN MICHELE DEL CARSO 25;NICOLA MORESCHI;NICOLA MORESCHI;20144;ECONOMICO;SISTEMI INFORMATIVI AZIENDALI;26;3
202021;MIPS01000G;VIA EINSTEIN 3;L.S. EINSTEIN;L.S. EINSTEIN;20137;SCIENTIFICO;SCIENTIFICO;158;122
202021;MIPC01000C;VIA ORAZIO 3;MANZONI;MANZONI;20123;CLASSICO;CLASSICO;68;131
202021;MIRC09451P;CORSO DI PORTA ROMANA110;BERTARELLI - FERRARIS;I.I.S. BERTARELLI - FERRARIS;20122;SERVIZI;SERVIZI COMMERCIALI;3;5
202021;MITD09901Q;VIA SETTEMBRINI 4;SCHIAPARELLI-GRAMSCI;SCHIAPARELLI;20124;ECONOMICO;SISTEMI INFORMATIVI AZIENDALI;8;6
202021;MITF05401C;VIA GATTI14;GALVANI;GALVANI;20162;TECNOLOGICO;INFORMATICA;58;3
202021;MITF082512;VIALE LIGURIA21;GIORGI;GIORGI;20143;TECNOLOGICO;ELETTRONICA;14;2
