ANNOSCOLASTICO;CODICESCUOLA;INDIRIZZOSCUOLA;DenominazioneIstitutoRiferimento;DenominazioneScuola;CAPSCUOLA;PERCORSO;INDIRIZZOSCOLASTICA;ALUNNIMASCHI;ALUNNIFEMMINE
202021;MIRI07401R;VIA LIVIGNO 11;MARELLI;"IIS ""MARELLI-DUDOVICH""";20158;SERVIZI;SERVIZI SOCIO-SANITARI - ODONTOTECNICO;5;8
202021;MITF290008;VIA A. DE VINCENTI 11;ETTORE CONTI;ETTORE CONTI;20148;TECNOLOGICO;MECCANICA E MECCATRONICA;24;1
202021;MIRC058016;VIA OTRANTO 1;PAOLO FRISI;PAOLO FRISI;20157;IeFP;OPERATORE AI SERVIZI DI PROMOZIONE E ACCOGLIENZA;8;4
202021;MIRC05851G;VIA OTRANTO - CITTADINI1;PAOLO FRISI;FRISI;20157;SERVIZI;SERVIZI DI SALA E DI VENDITA - TRIENNIO;7;0
202021;MISL020003;VIA PRINETTI 47;"LICEO ARTISTICO ""CARAVAGGIO""";"LICEO ARTISTICO ""CARAVAGGIO""";20127;ARTISTICO;ARTISTICO NUOVO ORDINAMENTO - BIENNIO COMUNE;38;126
202021;MITN03000E;VIA NATTA11;ARTEMISIA GENTILESCHI;ARTEMISIA GENTILESCHI;20151;LINGUISTICO;LINGUISTICO;13;76
202021;MIRI07401R;VIA LIVIGNO 11;MARELLI;"IIS ""MARELLI-DUDOVICH""";20158;INDUSTRIA E ARTIGIANATO;APPARATI IMP.TI SER.ZI TEC.CI IND.LI E CIV.LI - OPZIONE;21;0
202021;MIPS02301P;VIA NATTA11;IST.ISTR.SUP.G.CARDANO;G.CARDANO;20151;SCIENTIFICO;SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO;13;17
202021;MITN03000E;VIA NATTA11;ARTEMISIA GENTILESCHI;ARTEMISIA GENTILESCHI;20151;ECONOMICO;TURISMO;39;112
202021;MIRC08000A;VIA OLONA14;CAVALIERI;CAVALIERI;20123;IeFP;OPERATORE AI SERVIZI DI PROMOZIONE E ACCOGLIENZA;26;46
202021;MITF290008;VIA A. DE VINCENTI 11;ETTORE CONTI;ETTORE CONTI;20148;SCIENTIFICO;SCIENTIFICO - OPZIONE SCIENZE APPLICATE;85;33
202021;MITE01000V;VIA DON GIOVANNI CALABRIA16;"""GIULIO NATTA""";"""GIULIO NATTA""";20132;LINGUISTICO;LINGUISTICO;20;67
202021;MIPS02201V;VIA U. DINI7;SALVADOR ALLENDE;SALVADOR ALLENDE;20141;CLASSICO;CLASSICO;3;10
202021;MIRC05851G;VIA OTRANTO - CITTADINI1;PAOLO FRISI;FRISI;20157;SERVIZI;ACCOGLIENZA TURISTICA - TRIENNIO;4;7
202021;MISL020003;VIA PRINETTI 47;"LICEO ARTISTICO ""CARAVAGGIO""";"LICEO ARTISTICO ""CARAVAGGIO""";20127;ARTISTICO;ARCHITETTURA E AMBIENTE;10;12
202021;MITN03000E;VIA NATTA11;ARTEMISIA GENTILESCHI;ARTEMISIA GENTILESCHI;20151;LINGUISTICO;LINGUISTICO QUADRIENNALE;8;9
202021;MIRI07401R;VIA LIVIGNO 11;MARELLI;"IIS ""MARELLI-DUDOVICH""";20158;SERVIZI;SERVIZI SOCIO-SANITARI - ODONTOTECNICO;15;11
202021;MIRC08000A;VIA OLONA14;CAVALIERI;CAVALIERI;20123;SERVIZI;PROMOZIONE COMMERCIALE E PUBBLICITARIA - OPZIONE;13;10
202021;MIPS02301P;VIA NATTA11;IST.ISTR.SUP.G.CARDANO;G.CARDANO;20151;SCIENZE UMANE;SCIENZE UMANE;9;82
202021;MITL00401G;PIAZZA DELLA VETRA 9;CARLO CATTANEO;"I.T. S. PER GEOM. ""C. CATTANEO""";20123;TECNOLOGICO;TECNOLOGIE DEL LEGNO NELLE COSTRUZIONE - OPZIONE;16;6
202021;MIPS02201V;VIA U. DINI7;SALVADOR ALLENDE;SALVADOR ALLENDE;20141;SCIENTIFICO;SCIENTIFICO;63;63
202021;MIRC05851G;VIA OTRANTO - CITTADINI1;PAOLO FRISI;FRISI;20157;SERVIZI;ENOGASTRONOMIA - TRIENNIO;8;3
202021;MITE01000V;VIA DON GIOVANNI CALABRIA16;"""GIULIO NATTA""";"""GIULIO NATTA""";20132;SCIENTIFICO;SCIENTIFICO;8;8
202021;MIRC079017;VIALE LOMBARDIA 89;"I.I.S. ""CATERINA DA SIENA""";"I.P.S. ""CATERINA DA SIENA""";20131;NUOVI PROFESSIONALI;SERVIZI COMMERCIALI;35;46
202021;MIRC058016;VIA OTRANTO 1;PAOLO FRISI;PAOLO FRISI;20157;NUOVI PROFESSIONALI;SERVIZI COMMERCIALI;7;3
202021;MITF05401C;VIA GATTI14;GALVANI;GALVANI;20162;SCIENTIFICO;SCIENTIFICO - OPZIONE SCIENZE APPLICATE;25;14
202021;MITN03000E;VIA NATTA11;ARTEMISIA GENTILESCHI;ARTEMISIA GENTILESCHI;20151;LINGUISTICO;LINGUISTICO;10;57
202021;MITL00401G;PIAZZA DELLA VETRA 9;CARLO CATTANEO;"I.T. S. PER GEOM. ""C. CATTANEO""";20123;TECNOLOGICO;COSTRUZIONI AMBIENTE E TERRITORIO - TRIENNIO;35;13
202021;MIPS10101P;VIA ULISSE DINI 7;TORRICELLI;EVANGELISTA TORRICELLI;20142;SCIENTIFICO;SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO;20;10
202021;MITF290008;VIA A. DE VINCENTI 11;ETTORE CONTI;ETTORE CONTI;20148;TECNOLOGICO;LOGISTICA;24;0
202021;MITE01000V;VIA DON GIOVANNI CALABRIA16;"""GIULIO NATTA""";"""GIULIO NATTA""";20132;SCIENTIFICO;SCIENTIFICO;28;17
202021;MIRC058016;VIA OTRANTO 1;PAOLO FRISI;PAOLO FRISI;20157;NUOVI PROFESSIONALI;SERVIZI PER LA SANITA' E L'ASSISTENZA SOCIALE;4;30
202021;MISL020003;VIA PRINETTI 47;"LICEO ARTISTICO ""CARAVAGGIO""";"LICEO ARTISTICO ""CARAVAGGIO""";20127;ARTISTICO;ARTISTICO NUOVO ORDINAMENTO - BIENNIO COMUNE;50;120
202021;MITE01000V;VIA DON GIOVANNI CALABRIA16;"""GIULIO NATTA""";"""GIULIO NATTA""";20132;SCIENTIFICO;SCIENTIFICO;22;19
202021;MIRC079017;VIALE LOMBARDIA 89;"I.I.S. ""CATERINA DA SIENA""";"I.P.S. ""CATERINA DA SIENA""";20131;IeFP;OPERATORE DELL'ABBIGLIAMENTO;1;8
202021;MITF19000B;VIA S. DIONIGI 36;"I.T.S.O.S. ""ALBE STEINER""";"I.T.S.O.S. ""ALBE STEINER""";20139;TECNOLOGICO;GRAFICA E COMUNICAZIONE - SPERIMENTAZIONE CINEMA E TELEVISIONE;82;58
202021;MITF05401C;VIA GATTI14;GALVANI;GALVANI;20162;TECNOLOGICO;ELETTROTECNICA;21;2
202021;MIRH02000X;VIA URUGUAY 26/3;CARLO PORTA;CARLO PORTA;20151;SERVIZI;SERVIZI DI SALA E DI VENDITA - TRIENNIO;42;29
202021;MITN03000E;VIA NATTA11;ARTEMISIA GENTILESCHI;ARTEMISIA GENTILESCHI;20151;LINGUISTICO;LINGUISTICO QUADRIENNALE;5;14
202021;MIPS05701T;VIALE SAN MICHELE DEL CARSO 25;NICOLA MORESCHI;N. MORESCHI;20144;SCIENTIFICO;SCIENTIFICO;36;36
202021;MIPS10101P;VIA ULISSE DINI 7;TORRICELLI;EVANGELISTA TORRICELLI;20142;SCIENTIFICO;SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO;17;11
202021;MITE01000V;VIA DON GIOVANNI CALABRIA16;"""GIULIO NATTA""";"""GIULIO NATTA""";20132;TECNOLOGICO;BIOTECNOLOGIE SANITARIE;48;45
202021;MITF077015;VIA PARAVIA 31;G. GALILEI - R. LUXEMBURG;GALILEI;20148;TECNOLOGICO;MECCANICA E MECCATRONICA;30;0
202021;MITF01701D;VIA DON G. CALABRIA 2;I.I.S. JAMES CLERK MAXWELL;JAMES CLERK MAXWELL;20132;SCIENTIFICO;SCIENTIFICO - OPZIONE SCIENZE APPLICATE;74;22
202021;MIRC05851G;VIA OTRANTO - CITTADINI1;PAOLO FRISI;FRISI;20157;SERVIZI;SERVIZI SOCIO-SANITARI;0;10
202021;MITL00401G;PIAZZA DELLA VETRA 9;CARLO CATTANEO;"I.T. S. PER GEOM. ""C. CATTANEO""";20123;TECNOLOGICO;COSTRUZIONI AMBIENTE E TERRITORIO - TRIENNIO;47;17
202021;MITF05401C;VIA GATTI14;GALVANI;GALVANI;20162;TECNOLOGICO;INFOR. TELECOM. - BIENNIO COMUNE;61;2
202021;MIRC079017;VIALE LOMBARDIA 89;"I.I.S. ""CATERINA DA SIENA""";"I.P.S. ""CATERINA DA SIENA""";20131;IeFP;OPERATORE GRAFICO;18;12
202021;MITD03601L;VIA LITTA MODIGNANI 55;"""VILFREDO FEDERICO PARETO""";"""VILFREDO FEDERICO PARETO""";20161;ECONOMICO;SISTEMI INFORMATIVI AZIENDALI;7;6
202021;MIRH02000X;VIA URUGUAY 26/3;CARLO PORTA;CARLO PORTA;20151;SERVIZI;ACCOGLIENZA TURISTICA - TRIENNIO;15;21
202021;MITF19000B;VIA S. DIONIGI 36;"I.T.S.O.S. ""ALBE STEINER""";"I.T.S.O.S. ""ALBE STEINER""";20139;TECNOLOGICO;GRAFICA E COMUNICAZIONE - SPERIMENTAZIONE GRAFICA E FOTOGRAFIA-VISUAL;27;42
202021;MIPS05801N;VIA CARLO AMORETTI 63;PAOLO FRISI;PAOLO FRISI;20157;SCIENZE UMANE;SCIENZE UMANE - OPZ. ECONOMICO SOCIALE;7;13
202021;MITL00401G;PIAZZA DELLA VETRA 9;CARLO CATTANEO;"I.T. S. PER GEOM. ""C. CATTANEO""";20123;TECNOLOGICO;COSTRUZIONI AMBIENTE E TERRITORIO - TRIENNIO;50;12
202021;MIPS10101P;VIA ULISSE DINI 7;TORRICELLI;EVANGELISTA TORRICELLI;20142;SCIENTIFICO;SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO;18;9
202021;MITF01701D;VIA DON G. CALABRIA 2;I.I.S. JAMES CLERK MAXWELL;JAMES CLERK MAXWELL;20132;TECNOLOGICO;ELETTR. ED ELETTROTEC.- BIENNIO COMUNE;23;0
202021;MITL00401G;PIAZZA DELLA VETRA 9;CARLO CATTANEO;"I.T. S. PER GEOM. ""C. CATTANEO""";20123;TECNOLOGICO;TECNOLOGIE DEL LEGNO NELLE COSTRUZIONE - OPZIONE;16;3
202021;MITE01000V;VIA DON GIOVANNI CALABRIA16;"""GIULIO NATTA""";"""GIULIO NATTA""";20132;TECNOLOGICO;BIOTECNOLOGIE SANITARIE;49;36
202021;MITF01701D;VIA DON G. CALABRIA 2;I.I.S. JAMES CLERK MAXWELL;JAMES CLERK MAXWELL;20132;TECNOLOGICO;MECC. MECCATRON. ENER. - BIENNIO COMUNE;44;0
202021;MITE01000V;VIA DON GIOVANNI CALABRIA16;"""GIULIO NATTA""";"""GIULIO NATTA""";20132;TECNOLOGICO;CHIM. MATER. BIOTECN. - BIENNIO COMUNE;53;64
202021;MITF03801E;VIA LITTA MODIGNANI65;GIUSEPPE LUIGI LAGRANGE;GIUSEPPE LUIGI LAGRANGE;20161;SCIENTIFICO;SCIENTIFICO - OPZIONE SCIENZE APPLICATE;20;4
202021;MIRC058016;VIA OTRANTO 1;PAOLO FRISI;PAOLO FRISI;20157;NUOVI PROFESSIONALI;ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA;16;13
202021;MIRH02000X;VIA URUGUAY 26/3;CARLO PORTA;CARLO PORTA;20151;SERVIZI;ENOGASTRONOMIA - TRIENNIO;60;13
202021;MIRC079017;VIALE LOMBARDIA 89;"I.I.S. ""CATERINA DA SIENA""";"I.P.S. ""CATERINA DA SIENA""";20131;NUOVI PROFESSIONALI;INDUSTRIA E ARTIGIANATO PER IL MADE IN ITALY;3;52
202021;MITF19000B;VIA S. DIONIGI 36;"I.T.S.O.S. ""ALBE STEINER""";"I.T.S.O.S. ""ALBE STEINER""";20139;TECNOLOGICO;GRAFICA E COMUNICAZIONE - SPERIMENTAZIONE CINEMA E TELEVISIONE;70;47
202021;MITD03601L;VIA LITTA MODIGNANI 55;"""VILFREDO FEDERICO PARETO""";"""VILFREDO FEDERICO PARETO""";20161;ECONOMICO;AMM. FINAN. MARKETING - BIENNIO COMUNE;37;26
202021;MITF11000E;VIA CRESCENZAGO 110;ITT-LS MOLINARI;ITT-LS MOLINARI;20132;TECNOLOGICO;INFORMATICA;82;4
202021;MITF05401C;VIA GATTI14;GALVANI;GALVANI;20162;TECNOLOGICO;MECC. MECCATRON. ENER. - BIENNIO COMUNE;38;2
202021;MIPS05101V;VIA ULISSE DINI 7;CLAUDIO VARALLI;"""CLAUDIO VARALLI""";20142;LINGUISTICO;LINGUISTICO;12;53
202021;MIPS05701T;VIALE SAN MICHELE DEL CARSO 25;NICOLA MORESCHI;N. MORESCHI;20144;SCIENTIFICO;SCIENTIFICO;60;35
202021;MIPS10101P;VIA ULISSE DINI 7;TORRICELLI;EVANGELISTA TORRICELLI;20142;SCIENTIFICO;SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO;19;9
202021;MITE01000V;VIA DON GIOVANNI CALABRIA16;"""GIULIO NATTA""";"""GIULIO NATTA""";20132;LINGUISTICO;LINGUISTICO;12;86
202021;MITF077015;VIA PARAVIA 31;G. GALILEI - R. LUXEMBURG;GALILEI;20148;TECNOLOGICO;GRAFICA E COMUNICAZIONE;33;29
202021;MIPC170001;VIA GOITO4;PARINI;PARINI;20121;CLASSICO;CLASSICO;71;157
202021;MITE01000V;VIA DON GIOVANNI CALABRIA16;"""GIULIO NATTA""";"""GIULIO NATTA""";20132;LINGUISTICO;LINGUISTICO;26;80
202021;MITF03801E;VIA LITTA MODIGNANI65;GIUSEPPE LUIGI LAGRANGE;GIUSEPPE LUIGI LAGRANGE;20161;SCIENTIFICO;SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO;18;9
202021;MITF01701D;VIA DON G. CALABRIA 2;I.I.S. JAMES CLERK MAXWELL;JAMES CLERK MAXWELL;20132;TECNOLOGICO;TRASPORTI E LOGISTICA - BIENNIO COMUNE;101;11
202021;MITF19000B;VIA S. DIONIGI 36;"I.T.S.O.S. ""ALBE STEINER""";"I.T.S.O.S. ""ALBE STEINER""";20139;TECNOLOGICO;GRAFICA E COMUNICAZIONE - SPERIMENTAZIONE GRAFICA E FOTOGRAFIA-VISUAL;32;44
202021;MITF05401C;VIA GATTI14;GALVANI;GALVANI;20162;SCIENTIFICO;SCIENTIFICO - OPZIONE SCIENZE APPLICATE;35;16
202021;MIRC07701G;VIA PARAVIA 31;G. GALILEI - R. LUXEMBURG;GALILEI;20148;NUOVI PROFESSIONALI;SERVIZI PER LA SANITA' E L'ASSISTENZA SOCIALE;2;12
202021;MIRH02000X;VIA URUGUAY 26/3;CARLO PORTA;CARLO PORTA;20151;SERVIZI;PRODOTTI DOLCIARI ARTIGIANALI E INDUSTRIALI - OPZIONE;12;23
202021;MIPS05701T;VIALE SAN MICHELE DEL CARSO 25;NICOLA MORESCHI;N. MORESCHI;20144;SCIENTIFICO;SCIENTIFICO;42;29
202021;MIRC08000A;VIA OLONA14;CAVALIERI;CAVALIERI;20123;NUOVI PROFESSIONALI;SERVIZI COMMERCIALI;42;45
202021;MIPS05101V;VIA ULISSE DINI 7;CLAUDIO VARALLI;"""CLAUDIO VARALLI""";20142;LINGUISTICO;LINGUISTICO;8;52
202021;MIPS09901X;VIA SETTEMBRINI 4;SCHIAPARELLI-GRAMSCI;SCHIAPARELLI;20124;LINGUISTICO;LINGUISTICO;3;16
202021;MIPC110009;VIA DELLA PASSIONE 12;E.SETTI CARRARO DALLA CHIESA C/O EDUC.;E.SETTI CARRARO DALLA CHIESA C/O EDUC.;20122;LINGUISTICO;LINGUISTICO;1;28
202021;MITF077015;VIA PARAVIA 31;G. GALILEI - R. LUXEMBURG;GALILEI;20148;TECNOLOGICO;INFORMATICA;18;5
202021;MIPC110009;VIA DELLA PASSIONE 12;E.SETTI CARRARO DALLA CHIESA C/O EDUC.;E.SETTI CARRARO DALLA CHIESA C/O EDUC.;20122;LINGUISTICO;LICEO LINGUISTICO - ESABAC;1;20
202021;MIPC170001;VIA GOITO4;PARINI;PARINI;20121;CLASSICO;CLASSICO;88;181
202021;MITF11000E;VIA CRESCENZAGO 110;ITT-LS MOLINARI;ITT-LS MOLINARI;20132;TECNOLOGICO;BIOTECNOLOGIE AMBIENTALI;8;5
202021;MITL00401G;PIAZZA DELLA VETRA 9;CARLO CATTANEO;"I.T. S. PER GEOM. ""C. CATTANEO""";20123;TECNOLOGICO;COSTR., AMB. E TERRITORIO - BIENNIO COM.;104;24
202021;MITF05401C;VIA GATTI14;GALVANI;GALVANI;20162;TECNOLOGICO;ELETTR. ED ELETTROTEC.- BIENNIO COMUNE;21;0
202021;MITE01000V;VIA DON GIOVANNI CALABRIA16;"""GIULIO NATTA""";"""GIULIO NATTA""";20132;LINGUISTICO;LINGUISTICO;14;74
202021;MIRC08000A;VIA OLONA14;CAVALIERI;CAVALIERI;20123;NUOVI PROFESSIONALI;SERVIZI PER LA SANITA' E L'ASSISTENZA SOCIALE;18;55
202021;MIRH02000X;VIA URUGUAY 26/3;CARLO PORTA;CARLO PORTA;20151;NUOVI PROFESSIONALI;ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA;121;97
202021;MITE01000V;VIA DON GIOVANNI CALABRIA16;"""GIULIO NATTA""";"""GIULIO NATTA""";20132;LINGUISTICO;LINGUISTICO;8;64
202021;MITF03801E;VIA LITTA MODIGNANI65;GIUSEPPE LUIGI LAGRANGE;GIUSEPPE LUIGI LAGRANGE;20161;TECNOLOGICO;ELETTR. ED ELETTROTEC.- BIENNIO COMUNE;33;4
202021;MIPS10101P;VIA ULISSE DINI 7;TORRICELLI;EVANGELISTA TORRICELLI;20142;SCIENTIFICO;SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO;21;9
202021;MIPC20000G;VIA CIRCO 4;TITO LIVIO;TITO LIVIO;20123;MUSICALE E COREUTICO;MUSICALE E COREUTICO - SEZIONE COREUTICA;0;20
202021;MIRI07401R;VIA LIVIGNO 11;MARELLI;"IIS ""MARELLI-DUDOVICH""";20158;NUOVI PROFESSIONALI;MANUTENZIONE E ASSISTENZA TECNICA;17;0
202021;MIPC110009;VIA DELLA PASSIONE 12;E.SETTI CARRARO DALLA CHIESA C/O EDUC.;E.SETTI CARRARO DALLA CHIESA C/O EDUC.;20122;CLASSICO;CLASSICO;5;20
202021;MITA036016;VIA LITTA MODIGLIANI 55;"""VILFREDO FEDERICO PARETO""";"""VILFREDO FEDERICO PARETO";20161;TECNOLOGICO;AGRARIA, AGROAL. E AGROIND.-BIENNIO COM.;18;4
202021;MIPS67000C;VIA OLIVETANI 9;LICEO SCIENTIFICO L. LONGONE;LICEO SCIENTIFICO L. LONGONE;20123;MUSICALE E COREUTICO;MUSICALE E COREUTICO - SEZIONE COREUTICA;10;14
202021;MIPC170001;VIA GOITO4;PARINI;PARINI;20121;CLASSICO;CLASSICO;78;133
202021;MITD09301R;VIA FRATELLI ZOIA 130;MARIE CURIE - PIERO SRAFFA;PIERO SRAFFA;20153;ECONOMICO;TURISMO;5;9
202021;MITE01000V;VIA DON GIOVANNI CALABRIA16;"""GIULIO NATTA""";"""GIULIO NATTA""";20132;SCIENTIFICO;SCIENTIFICO;17;21
202021;MITE01000V;VIA DON GIOVANNI CALABRIA16;"""GIULIO NATTA""";"""GIULIO NATTA""";20132;SCIENTIFICO;SCIENTIFICO;28;24
202021;MITF03801E;VIA LITTA MODIGNANI65;GIUSEPPE LUIGI LAGRANGE;GIUSEPPE LUIGI LAGRANGE;20161;TECNOLOGICO;MECC. MECCATRON. ENER. - BIENNIO COMUNE;1;0
202021;MITF077015;VIA PARAVIA 31;G. GALILEI - R. LUXEMBURG;GALILEI;20148;TECNOLOGICO;GRAFICA E COMUNICAZIONE;43;22
202021;MIRH02000X;VIA URUGUAY 26/3;CARLO PORTA;CARLO PORTA;20151;SERVIZI;ACCOGLIENZA TURISTICA - TRIENNIO;21;26
202021;MITF11000E;VIA CRESCENZAGO 110;ITT-LS MOLINARI;ITT-LS MOLINARI;20132;TECNOLOGICO;CHIMICA E MATERIALI;20;6
202021;MIPC110009;VIA DELLA PASSIONE 12;E.SETTI CARRARO DALLA CHIESA C/O EDUC.;E.SETTI CARRARO DALLA CHIESA C/O EDUC.;20122;EUROPEO;LICEO CLASSICO EUROPEO;1;21
202021;MITF03801E;VIA LITTA MODIGNANI65;GIUSEPPE LUIGI LAGRANGE;GIUSEPPE LUIGI LAGRANGE;20161;TECNOLOGICO;INFOR. TELECOM. - BIENNIO COMUNE;65;0
202021;MIRI07401R;VIA LIVIGNO 11;MARELLI;"IIS ""MARELLI-DUDOVICH""";20158;IeFP;OPERATORE ELETTRICO;14;0
202021;MISL03000N;PIAZZALE ARDUINO N.4;U.BOCCIONI;U.BOCCIONI;20149;ARTISTICO;AUDIOVISIVO MULTIMEDIA;22;36
202021;MIRC08000A;VIA OLONA14;CAVALIERI;CAVALIERI;20123;NUOVI PROFESSIONALI;SERVIZI PER LA SANITA' E L'ASSISTENZA SOCIALE;9;60
202021;MITF077015;VIA PARAVIA 31;G. GALILEI - R. LUXEMBURG;GALILEI;20148;TECNOLOGICO;MECC. MECCATRON. ENER. - BIENNIO COMUNE;40;0
202021;MIPC170001;VIA GOITO4;PARINI;PARINI;20121;CLASSICO;CLASSICO;74;137
202021;MITF077015;VIA PARAVIA 31;G. GALILEI - R. LUXEMBURG;GALILEI;20148;TECNOLOGICO;INFOR. TELECOM. - BIENNIO COMUNE;77;5
202021;MITF11000E;VIA CRESCENZAGO 110;ITT-LS MOLINARI;ITT-LS MOLINARI;20132;TECNOLOGICO;INFOR. TELECOM. - BIENNIO COMUNE;105;7
202021;MIPC110009;VIA DELLA PASSIONE 12;E.SETTI CARRARO DALLA CHIESA C/O EDUC.;E.SETTI CARRARO DALLA CHIESA C/O EDUC.;20122;INTERNAZIONALE;LICEO LINGUISTICO INTERNAZIONALE - OPZIONE SPAGNOLA;1;28
202021;MITF10101R;VIA U. DINI 7;TORRICELLI;TORRICELLI;20142;TECNOLOGICO;CHIM. MATER. BIOTECN. - BIENNIO COMUNE;17;10
202021;MITF03801E;VIA LITTA MODIGNANI65;GIUSEPPE LUIGI LAGRANGE;GIUSEPPE LUIGI LAGRANGE;20161;TECNOLOGICO;MECCANICA E MECCATRONICA;19;1
202021;MIRC08000A;VIA OLONA14;CAVALIERI;CAVALIERI;20123;IeFP;OPERATORE AI SERVIZI DI PROMOZIONE E ACCOGLIENZA;20;28
202021;MIRH02000X;VIA URUGUAY 26/3;CARLO PORTA;CARLO PORTA;20151;NUOVI PROFESSIONALI;ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA;109;96
202021;MIPM11000D;BASTIONI PORTA VOLTA 16;CARLO TENCA;CARLO TENCA;20121;SCIENZE UMANE;SCIENZE UMANE;7;93
202021;MIPS67000C;VIA OLIVETANI 9;LICEO SCIENTIFICO L. LONGONE;LICEO SCIENTIFICO L. LONGONE;20123;MUSICALE E COREUTICO;MUSICALE E COREUTICO - SEZIONE COREUTICA;14;12
202021;MIRI07401R;VIA LIVIGNO 11;MARELLI;"IIS ""MARELLI-DUDOVICH""";20158;IeFP;OPERATORE MECCANICO;20;0
202021;MITD09301R;VIA FRATELLI ZOIA 130;MARIE CURIE - PIERO SRAFFA;PIERO SRAFFA;20153;ECONOMICO;TURISMO;6;3
202021;MITF11000E;VIA CRESCENZAGO 110;ITT-LS MOLINARI;ITT-LS MOLINARI;20132;SCIENTIFICO;SCIENTIFICO - OPZIONE SCIENZE APPLICATE;51;20
202021;MIRH02000X;VIA URUGUAY 26/3;CARLO PORTA;CARLO PORTA;20151;NUOVI PROFESSIONALI;ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA;111;89
202021;MISL03000N;PIAZZALE ARDUINO N.4;U.BOCCIONI;U.BOCCIONI;20149;ARTISTICO;ARCHITETTURA E AMBIENTE;12;24
202021;MITF05401C;VIA GATTI14;GALVANI;GALVANI;20162;SCIENTIFICO;SCIENTIFICO - OPZIONE SCIENZE APPLICATE;33;17
202021;MITF10101R;VIA U. DINI 7;TORRICELLI;TORRICELLI;20142;TECNOLOGICO;INFOR. TELECOM. - BIENNIO COMUNE;49;1
202021;MIPM11000D;BASTIONI PORTA VOLTA 16;CARLO TENCA;CARLO TENCA;20121;SCIENZE UMANE;SCIENZE UMANE - OPZ. ECONOMICO SOCIALE;36;35
202021;MIRI07401R;VIA LIVIGNO 11;MARELLI;"IIS ""MARELLI-DUDOVICH""";20158;NUOVI PROFESSIONALI;ARTI AUSILIARIE DELLE PROFESSIONI SANITARIE: ODONTOTECNICO;15;17
202021;MIPS67000C;VIA OLIVETANI 9;LICEO SCIENTIFICO L. LONGONE;LICEO SCIENTIFICO L. LONGONE;20123;MUSICALE E COREUTICO;MUSICALE E COREUTICO - SEZIONE COREUTICA;11;12
202021;MIPC170001;VIA GOITO4;PARINI;PARINI;20121;CLASSICO;CLASSICO;80;159
202021;MITD09301R;VIA FRATELLI ZOIA 130;MARIE CURIE - PIERO SRAFFA;PIERO SRAFFA;20153;ECONOMICO;AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO;15;8
202021;MITD05701N;VIALE SAN MICHELE DEL CARSO 25;NICOLA MORESCHI;NICOLA MORESCHI;20144;ECONOMICO;AMM. FINAN. MARKETING - BIENNIO COMUNE;103;50
202021;MITF03801E;VIA LITTA MODIGNANI65;GIUSEPPE LUIGI LAGRANGE;GIUSEPPE LUIGI LAGRANGE;20161;TECNOLOGICO;ELETTRONICA;20;0
202021;MITF11000E;VIA CRESCENZAGO 110;ITT-LS MOLINARI;ITT-LS MOLINARI;20132;TECNOLOGICO;INFOR. TELECOM. - BIENNIO COMUNE;89;5
202021;MIRC05851G;VIA OTRANTO - CITTADINI1;PAOLO FRISI;FRISI;20157;SERVIZI;SERVIZI COMMERCIALI;4;6
202021;MIPC110009;VIA DELLA PASSIONE 12;E.SETTI CARRARO DALLA CHIESA C/O EDUC.;E.SETTI CARRARO DALLA CHIESA C/O EDUC.;20122;CLASSICO;CLASSICO;5;15
202021;MISL03000N;PIAZZALE ARDUINO N.4;U.BOCCIONI;U.BOCCIONI;20149;ARTISTICO;ARTI FIGURATIVE - PLASTICO PITTORICO;13;62
202021;MIPS61000R;VIA CORRIDONI34/36;"LICEO STATALE MUSICALE ""G. VERDI""";"LICEO STATALE MUSICALE ""G. VERDI""";20122;MUSICALE E COREUTICO;MUSICALE E COREUTICO - SEZ. MUSICALE;14;13
202021;MITF19000B;VIA S. DIONIGI 36;"I.T.S.O.S. ""ALBE STEINER""";"I.T.S.O.S. ""ALBE STEINER""";20139;TECNOLOGICO;GRAFICA E COMUNICAZIONE;102;99
202021;MITF290008;VIA A. DE VINCENTI 11;ETTORE CONTI;ETTORE CONTI;20148;TECNOLOGICO;ELETTRONICA;10;0
202021;MIRI07401R;VIA LIVIGNO 11;MARELLI;"IIS ""MARELLI-DUDOVICH""";20158;NUOVI PROFESSIONALI;ARTI AUSILIARIE DELLE PROFESSIONI SANITARIE: ODONTOTECNICO;15;32
202021;MITD05701N;VIALE SAN MICHELE DEL CARSO 25;NICOLA MORESCHI;NICOLA MORESCHI;20144;ECONOMICO;AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO;21;8
